,height,width,hue_mean,saturation_mean,value_mean,edge,energy,y
3234126.jpg,182.0,268.0,0.2360367496767387,0.3666203998470621,0.5522187060817438,0.7413942281450003,24243.288871576184,4
1521264.jpg,182.0,268.0,0.08789346430475624,0.134300912210061,0.16754824777212837,0.38843226455490487,14435.80326390028,4
3013258.jpg,182.0,268.0,0.4026762313554724,0.5585488746407925,0.6787014346496347,0.43280866914012767,8538.752009184846,4
3300942.jpg,182.0,268.0,0.5202612398080726,0.7543202387750211,0.4043370735205678,0.47979767534826157,13060.554822043629,4
73340.jpg,182.0,268.0,0.4254246151644955,0.4389224191285849,0.7229435402174647,0.637752866736191,19594.969657208465,4
70193.jpg,182.0,268.0,0.12876438198211634,0.46979477575283124,0.3340494521574416,0.590817375564956,11520.402985074626,4
93312.jpg,182.0,268.0,0.16125990179237418,0.21778006835695943,0.8327225379244696,0.5019956172924872,7902.356199770379,4
1385956.jpg,182.0,268.0,0.12182929843453781,0.18448946790093038,0.1607807761451308,0.4420707130360098,14631.333278661637,4
30523.jpg,182.0,268.0,0.15480558352504145,0.5595518769771795,0.5508066487214863,0.7026227011163589,16971.29100377235,4
2320029.jpg,182.0,268.0,0.35127991906509337,0.23202869303797405,0.7512346959449681,0.5423536538738122,14824.839634246351,4
5612850.jpg,182.0,268.0,0.37908009182443514,0.4926655375929973,0.5636598841603232,0.41291978655378964,11488.20370674102,4
1083853.jpg,182.0,268.0,0.26797940190521213,0.30908516307893485,0.6015748664563413,0.7184015172418151,17317.14010989011,4
116913.jpg,182.0,268.0,0.6506191547286625,0.1615551535571331,0.5916972184970429,0.6801027468320515,14698.616245694604,4
446055.jpg,182.0,268.0,0.38039476188958793,0.5667683223550807,0.5060965373520246,0.5495228910590172,16489.520378874855,4
2447750.jpg,182.0,268.0,0.06666083687157544,0.062001675473990096,0.8540720765918307,0.35728390654292147,6906.013162210924,4
354575.jpg,182.0,268.0,0.4272344176456466,0.22164905396586262,0.6631261919233825,0.626730994261053,19608.45526488437,4
2112999.jpg,182.0,268.0,0.5494350552534126,0.47322203536612695,0.2516001923157322,0.544830600381796,17820.83545186157,4
1379092.jpg,182.0,268.0,0.11122432882523038,0.35611206921822725,0.49176113614217204,0.5814311704722688,15384.24700672462,4
815456.jpg,182.0,268.0,0.3974724775677884,0.041266672000098696,0.9814565665531425,0.18474685756834286,3125.553304904051,4
424755.jpg,182.0,268.0,0.35470074083267716,0.7636304403037143,0.38021326785593684,0.6737888456623181,9118.562325733967,4
114684.jpg,182.0,268.0,0.29474572280193667,0.40980724628719783,0.5381960591354797,0.8402457055314237,19062.25139412826,4
4819510.jpg,182.0,268.0,0.14140949873151495,0.6381404728141871,0.8543515454402199,0.38374601359857163,7347.08245858619,4
66580.jpg,182.0,268.0,0.18041134952087642,0.2034981166764011,0.7741550810909897,0.5701174854697573,13150.75803673938,4
2610862.jpg,182.0,268.0,0.3496660127333527,0.23569295514235247,0.3402418257773833,0.40896252171097913,12505.958176152206,4
1320254.jpg,182.0,268.0,0.10368495396597673,0.4507887155603679,0.5593121978986773,0.28897901609945076,3500.7259307856325,4
1151813.jpg,182.0,268.0,0.19308633730233377,0.8294278918949389,0.8349267720865614,0.4669743537164553,9044.121494177465,4
2239126.jpg,182.0,268.0,0.5088186997513198,0.5836322170635989,0.4664650245861835,0.49505351229416517,12768.889699852387,4
473506.jpg,182.0,268.0,0.4052483239244701,0.16906168571128102,0.6549505221147013,0.6232668526627183,12041.611571264557,4
996994.jpg,182.0,268.0,0.23083179012860738,0.26096937089757344,0.58120676514004,0.5822678306960114,13216.93308184353,4
2064960.jpg,182.0,268.0,0.30666798047319793,0.4111792532944737,0.5656332108044136,0.5569630866513449,9111.328891257996,4
365559.jpg,182.0,268.0,0.30017979954461504,0.30891620157537525,0.6114058826745394,0.7380438629230217,17681.43029358701,4
81169.jpg,182.0,268.0,0.13298918062313242,0.05921052817963827,0.7440407850855613,0.4810750393846941,11668.5618336887,4
88650.jpg,182.0,268.0,0.659572172705337,0.5170324265675412,0.647885250541089,0.4298065323709263,8840.98987206823,4
3626442.jpg,182.0,268.0,0.3490084249495725,0.698487780862554,0.550534255033816,0.4430499796315883,8189.89535837297,4
424024.jpg,182.0,268.0,0.6161460661086793,0.681400166608599,0.5239020636957423,0.6079703331998368,15904.839142201083,4
2523852.jpg,182.0,268.0,0.615503685118991,0.5620650061306318,0.15475515119940053,0.2927130135287139,9353.120756109562,4
1224448.jpg,182.0,268.0,0.04512442366919979,0.016283755103904625,0.2513309342106532,0.5487944113601004,22355.943619813024,4
2063834.jpg,182.0,268.0,0.546796464975946,0.5113064544716212,0.2627798306463803,0.2594890069681834,3305.971420370674,4
877351.jpg,182.0,268.0,0.5751753378737928,0.2800956451657201,0.6741689902137664,0.521272864323809,11496.25106609808,4
230512.jpg,182.0,268.0,0.17127068073471402,0.5925289698045064,0.7319712844954285,0.5146002217093273,16869.97744792521,4
236388.jpg,182.0,268.0,0.2148132230075052,0.2968802874856119,0.3465904961295655,0.7281838814042051,22096.644374282434,4
446083.jpg,182.0,268.0,0.3900687908007897,0.30791300944896616,0.6983801097936304,0.4321801757715387,6791.718099065114,4
1570962.jpg,182.0,268.0,0.19127810724056205,0.4077199356379569,0.7422355739080937,0.6423909266912672,17614.631089060193,4
194234.jpg,182.0,268.0,0.1513295419415637,0.2185858752000133,0.28982302450256797,0.270630004114893,6933.753239298016,4
878134.jpg,182.0,268.0,0.5713000493793094,0.611304262261948,0.8186794694915855,0.24571733995675935,3054.372765294407,4
63854.jpg,182.0,268.0,0.04637684170845073,0.08158068571145222,0.3987278378630442,0.567348916016167,8363.247744792521,4
63381.jpg,182.0,268.0,0.46897674035025727,0.37607725264949615,0.25904261819538377,0.3127090251888339,7272.940503526324,4
186820.jpg,182.0,268.0,0.5767836022136958,0.0999617497117425,0.8195512418515054,0.34269867411761756,7748.58192553715,4
2347411.jpg,182.0,268.0,0.19997497935771202,0.16834369879836733,0.6162815528048188,0.8165360382726445,22665.058430375593,4
3410666.jpg,182.0,268.0,0.4566485462166694,0.49444729555470307,0.5679635114665843,1.2545576652420565,46077.46896014433,4
790769.jpg,182.0,268.0,0.18053902873000202,0.2744464649447532,0.164890801326271,0.28499800104966977,5199.327497129736,4
259747.jpg,182.0,268.0,0.30004168620353583,0.19442591059648698,0.6345851543832229,0.5509189569831165,8944.82372478268,4
4103404.jpg,182.0,268.0,0.25325373145307156,0.45733228482001687,0.2732328178113955,0.5577470506071245,11838.59205346892,4
1003118.jpg,182.0,268.0,0.560869033908458,0.35588519721229217,0.7433148575159111,0.5952693256693931,13477.693414794161,4
3263520.jpg,182.0,268.0,0.13367133948647184,0.3767120157971166,0.7368443818399921,0.3889916451506402,9613.014515335411,4
3911554.jpg,182.0,268.0,0.4851525950363446,0.5998271514475416,0.5387507356559156,0.5709341738639908,9253.622437264228,4
113077.jpg,182.0,268.0,0.19018277235722703,0.7861267983451655,0.702281578532676,0.6405662840919044,15857.470395276365,4
2261389.jpg,182.0,268.0,0.5381980960762562,0.3470042389776793,0.5477949618423719,0.5081784043168642,10703.275791372806,4
1382470.jpg,182.0,268.0,0.4487527323845562,0.22804020454444077,0.41559920179323173,0.6368850443865558,15857.9107347876,4
1683876.jpg,182.0,268.0,0.2733063975325704,0.21121009942222635,0.826136528089996,0.3907502947825941,7008.651221912416,4
1727596.jpg,182.0,268.0,0.09698088790569076,0.14022832153926526,0.26313889505285465,0.3108076343034454,9253.396875512548,4
2518924.jpg,182.0,268.0,0.24391355176482835,0.359761332678672,0.41916355520394155,0.6894164273522289,13380.074831884533,4
1249414.jpg,182.0,268.0,0.21807080391933403,0.3574020375095235,0.4730504716237815,0.55329232101296,9163.834713793669,4
69161.jpg,182.0,268.0,0.14528525659474376,0.7320398150510192,0.752820737939263,0.386383843705469,5877.896137444645,4
2229221.jpg,182.0,268.0,0.13119259494632182,0.31564822946281385,0.7726843320565885,0.3795609719683356,6324.991635230441,4
1236194.jpg,182.0,268.0,0.33471106046987475,0.6106470955562926,0.3971581169781345,0.5567494452437404,12261.896424471051,4
198559.jpg,182.0,268.0,0.6685031253370064,0.3325056714027216,0.4385712034526784,0.5611029103711643,11912.7978924061,4
3605164.jpg,182.0,268.0,0.3466259204919777,0.4212757512652036,0.3975467684203417,0.8968196751436254,24184.564908971624,4
2215113.jpg,182.0,268.0,0.43876617748296765,0.05842064923414279,0.9310432324479736,0.20686765111124558,6174.487493849434,4
1556190.jpg,182.0,268.0,0.5232200941388792,0.5205854925105313,0.5418637259725935,0.5151621495997234,13400.870756109562,4
358569.jpg,182.0,268.0,0.45462248808442546,0.3537192635787103,0.8668275461734636,0.4075692390969516,16536.868664917172,4
2708794.jpg,182.0,268.0,0.43179672974624944,0.2675369558477277,0.5606111330869892,0.4452880509543528,5685.626168607512,4
3233704.jpg,182.0,268.0,0.2107131617574157,0.39162267841365195,0.5452038450282524,0.6667178843323902,11768.674266032474,4
1333668.jpg,182.0,268.0,0.34231901325546765,0.3333344513229758,0.5147571772681518,0.45663853943745913,7945.804001968181,4
3089126.jpg,182.0,268.0,0.3724937181686839,0.24482760016336935,0.4847693497605701,0.5871433991261911,12017.886583565689,4
1445203.jpg,182.0,268.0,0.11592155883126347,0.35908511697934753,0.2845802500104519,0.22384929169038528,3056.472814498934,4
70283.jpg,182.0,268.0,0.30694414867488945,0.3825771095725908,0.39219682132324796,0.6530410151672746,13913.535591274398,4
1730714.jpg,182.0,268.0,0.6149006428276872,0.5628386834362739,0.5481647997890318,0.34491301285246556,9563.644333278662,4
3267334.jpg,182.0,268.0,0.37250017836979266,0.17733611899958754,0.5682449903038139,0.66319702395055,16482.886173527964,4
2148554.jpg,182.0,268.0,0.3745170252196063,0.47170081179737955,0.40154616381569846,0.38623600398344615,5721.313145809415,4
290591.jpg,182.0,268.0,0.4283094380310357,0.14687723943746575,0.5522889752916093,0.7103900768670358,18986.24635066426,4
770796.jpg,182.0,268.0,0.44315388964842684,0.26105212732228195,0.7089192048805746,0.9066085953835313,26251.95911923897,4
2366572.jpg,182.0,268.0,0.042024389139850585,0.08034970891762311,0.15245210598590755,0.645951128503139,24067.990118090864,4
479046.jpg,182.0,268.0,0.3242757462050275,0.3205126963038358,0.22815037610911185,0.521964256479463,12152.130063965886,4
200698.jpg,182.0,268.0,0.16829277318033453,0.14528868868908998,0.512221375346924,0.27919783062788955,2952.0100049204525,4
2112152.jpg,182.0,268.0,0.2218614417788556,0.17710912370786994,0.7653716710564824,0.5925557957650426,14157.213096604888,4
1715802.jpg,182.0,268.0,0.39036019196187133,0.1371590581802449,0.3235060958941556,0.203902540633882,2810.3571428571427,4
301235.jpg,182.0,268.0,0.3360413582582189,0.4019586578708348,0.5586313744786089,0.4832501632884136,9446.679063473839,4
57202.jpg,182.0,268.0,0.44894101816698845,0.3026727245904485,0.5683419521654817,0.6084149444994372,12830.546334262752,4
79020.jpg,182.0,268.0,0.416479458741364,0.19359180609020027,0.6241701962070707,0.7184303348552764,22690.28965064786,4
66400.jpg,182.0,268.0,0.23097340805623767,0.2670087867456617,0.6792430060428304,0.6876454049065043,17545.69862227325,4
1277936.jpg,182.0,268.0,0.5843333189867723,0.3631469597787661,0.5073258465269002,0.536877226348816,10127.863867475808,4
427228.jpg,182.0,268.0,0.09379449213861525,0.3447051609071016,0.23253006139309917,0.7777283611287099,20830.219165163195,4
5722234.jpg,182.0,268.0,0.6083570619803218,0.4722251519058426,0.291866781155631,0.3293519528114395,6291.82897326554,4
799915.jpg,182.0,268.0,0.39938429376004,0.2473067033186411,0.5355530042097206,0.6136936486641993,15196.394702312613,4
3091380.jpg,182.0,268.0,0.3941019562808422,0.2300771790141919,0.5119464088735379,0.5645697337221778,13288.48269640807,4
1568926.jpg,182.0,268.0,0.16395748296093934,0.5757423588385697,0.28053936844542643,0.4385024949836472,10191.934557979333,4
3569732.jpg,182.0,268.0,0.11475210707899067,0.5300694812258007,0.5252944231653626,0.2633473999002951,2085.5044284074133,4
379713.jpg,182.0,268.0,0.5788724869413653,0.42393311035293396,0.36081912673220845,0.4569036061812932,8500.722814498933,4
359203.jpg,182.0,268.0,0.15286334803653007,0.6113445486565601,0.5975885761882251,0.70921080401698,17315.883221256354,4
1165293.jpg,182.0,268.0,0.15844066383778266,0.33178234877494767,0.18383558934480795,0.3519509073419885,7958.059906511399,4
1874513.jpg,182.0,268.0,0.11959979643425853,0.40603638944833714,0.36920801615709425,0.4279283458474686,8234.922010824996,4
1003116.jpg,182.0,268.0,0.12511910053510567,0.20449983827152515,0.6896184076386008,1.0012584973136331,33864.328399212725,4
4329244.jpg,182.0,268.0,0.039192254752151504,0.06136056011009294,0.4381735472604656,0.6498464816706164,17475.71453173692,4
1541153.jpg,182.0,268.0,0.33893396706304985,0.2264326760952158,0.5843558548562938,0.668190128420416,13681.716417910447,4
1606382.jpg,182.0,268.0,0.06033668798497398,0.3485116073023554,0.18155312641704213,0.2698662555300542,5253.2413892078075,4
327036.jpg,182.0,268.0,0.61923841895982,0.4812917122440891,0.48234128324119535,0.7723761335312175,18033.286493357387,4
378244.jpg,182.0,268.0,0.09152819074790496,0.4639201839588923,0.5671755154415383,0.4755801085317538,8999.773700180416,4
243604.jpg,182.0,268.0,0.4050392638885421,0.22212056943369418,0.5376375234364699,0.8443930048930564,24012.65163195014,4
2118702.jpg,182.0,268.0,0.513323680647418,0.1485489134975149,0.4917199715707179,0.2142188974916891,3919.384820403477,4
71544.jpg,182.0,268.0,0.3491305442415972,0.489000314008763,0.3936041351098419,0.5508863903098502,17382.685993111365,4
1698010.jpg,182.0,268.0,0.6575316869599939,0.3322657157269778,0.30617629370921734,0.4796952896642952,9471.66282597999,4
478331.jpg,182.0,268.0,0.381358806952688,0.5227944444018945,0.2890204761583164,0.6194219103834527,16205.004100377235,4
256408.jpg,182.0,268.0,0.2827245096702788,0.07791348389243374,0.7301376118759788,0.3800620267804213,9851.262096112843,4
1129921.jpg,182.0,268.0,0.2878744066469191,0.7268367665380818,0.6852416167385439,0.5036940019721406,9556.944849926193,4
95408.jpg,182.0,268.0,0.4599247689869676,0.4699851298120292,0.46198339266820393,0.8208324749280906,22612.886706577006,4
2809082.jpg,182.0,268.0,0.22812499857610402,0.22032760785247316,0.6833160474293047,0.4059683886336007,8306.47416762342,4
98559.jpg,182.0,268.0,0.16636491657200111,0.5649002425894585,0.5000278182455531,1.032728314689806,33688.88699360341,4
489707.jpg,182.0,268.0,0.5099702024811714,0.3278422299798968,0.3890353500757364,0.7476479697545204,18921.429022470067,4
364930.jpg,182.0,268.0,0.2173976562143081,0.1602239927662883,0.8596761666779225,0.4513337551673374,14276.05449401345,4
182299.jpg,182.0,268.0,0.3680904561494254,0.3928908172341301,0.5552256493871947,0.7240075563315206,17434.717607019847,4
3638686.jpg,182.0,268.0,0.2588996784210958,0.5510531469027329,0.7700204536464412,0.5602696941656886,11804.91700836477,4
1236472.jpg,182.0,268.0,0.16987012077259878,0.06501376053053132,0.8076074861632369,0.642281778497128,18145.590741348205,4
391225.jpg,182.0,268.0,0.35431426943638367,0.3811557172486373,0.4037522471675237,0.8194155446615374,23805.12264228309,4
2480784.jpg,182.0,268.0,0.2661563380443733,0.3620892651863669,0.31723895068934577,0.7111438399859545,20746.65134492373,4
1192422.jpg,182.0,268.0,0.1432907681761853,0.5387572201404492,0.31038456714488316,0.7740013015592339,23223.20825815975,4
36152.jpg,182.0,268.0,0.29290401569695695,0.4437071956381637,0.4957678478969085,0.9840967736966857,25472.376742660326,4
206681.jpg,182.0,268.0,0.24712448029126066,0.6140719636328851,0.37670487253454776,0.5820447707938304,14419.995899622765,4
2481202.jpg,182.0,268.0,0.2771990536264539,0.31827139701364265,0.6516584015925544,0.4237287873008042,8754.260783992127,4
1238721.jpg,182.0,268.0,0.5165482192871097,0.3809711471343471,0.7546421094270085,0.5341004733253606,14337.310726586846,4
4172096.jpg,182.0,268.0,0.12766230710096926,0.08479577500229472,0.8678093855222915,0.5359487365758515,17038.528948663276,4
3093520.jpg,182.0,268.0,0.447787081361327,0.12826304262543867,0.7221529714067029,0.40230489609829045,8864.880432999837,4
4430002.jpg,182.0,268.0,0.27539784378792825,0.11357479280027051,0.7204958562070065,0.2460926902644392,3304.124282433984,4
96024.jpg,182.0,268.0,0.16464383970966626,0.17137744643185948,0.6768385769922206,0.6040082910320245,14967.92943250779,4
3056202.jpg,182.0,268.0,0.1674725964590303,0.3796082792215395,0.5012807648891934,0.7103030248082337,17579.62895686403,4
2475454.jpg,182.0,268.0,0.1685795961097418,0.41383635093266413,0.5230178294050112,0.5141427406834419,17052.491307200264,4
2740874.jpg,182.0,268.0,0.2575168260447982,0.28205757767625506,0.7781542352876857,0.5266728305537491,11798.220723306544,4
1176726.jpg,182.0,268.0,0.2160176435858857,0.33876929230265135,0.5888393359640067,0.9698271944323112,29819.968304083977,4
454587.jpg,182.0,268.0,0.4481894719213022,0.40510913669595655,0.42857134817187487,0.8646084416766061,26361.542930949647,4
2125501.jpg,182.0,268.0,0.36093336485235533,0.45652693325199467,0.34767042293381184,0.7644742294307744,21661.6874282434,4
1674785.jpg,182.0,268.0,0.26426220472764883,0.3412098429401059,0.6149674221008725,0.7501409150552808,23187.34717894046,4
488953.jpg,182.0,268.0,0.48928780448480846,0.558546708149347,0.2530020389326798,0.5935261278092864,13207.235402657045,4
419142.jpg,182.0,268.0,0.005166507258177229,0.003949837774175351,0.9148333960449851,0.16633496977027193,2335.8483270460883,4
1543053.jpg,182.0,268.0,0.20813302595042368,0.10288090840726388,0.8860616117859315,0.31829114276361475,5431.584590782352,4
1890383.jpg,182.0,268.0,0.14943108286824078,0.04147625359018218,0.8504799049355679,0.4675673745233623,9193.35324749877,4
1800266.jpg,182.0,268.0,0.2532870692797314,0.48311573738297997,0.4657427149964463,0.6428150698899276,11078.319378382812,4
4934296.jpg,182.0,268.0,0.2846719283410665,0.37529176653170404,0.28205506083030224,0.5451686651878045,17387.887075610957,4
279692.jpg,182.0,268.0,0.2800034753150586,0.15200009479536303,0.433547839342396,0.5142939217269692,11965.37038707561,4
4881016.jpg,182.0,268.0,0.33370724197831336,0.20384911146243737,0.936229566453447,0.28709573652706283,14748.204075774971,4
381006.jpg,182.0,268.0,0.2901941518233271,0.5168032677890899,0.6490583604279829,0.7651024668847964,19722.837789076595,4
1333117.jpg,182.0,268.0,0.08608008538917107,0.134139163242154,0.8302159210412063,0.5301306183007316,11634.959447269148,4
2704212.jpg,182.0,268.0,0.47185823720616543,0.5164418666357425,0.5040841365248739,0.5777448458514404,11483.623298343447,4
1591138.jpg,182.0,268.0,0.6605947262711888,0.8517734922427633,0.466916950477091,0.17773389464092443,1299.1224372642282,4
856008.jpg,182.0,268.0,0.5742303790689002,0.8043672008926732,0.701258092215072,0.33669047082469905,5687.006765622437,4
79834.jpg,182.0,268.0,0.5510140774240316,0.5076915532580643,0.5200316291843947,0.5954862672058608,11412.788543546007,4
1832484.jpg,182.0,268.0,0.6190773824678013,0.14833041719198206,0.7877752478718238,0.429577034031547,12329.235197638183,4
1567736.jpg,182.0,268.0,0.06578268477347773,0.7507309815319068,0.24876964563092743,0.15973734952347146,613.1125143513203,4
2938416.jpg,182.0,268.0,0.5271358135062278,0.47106997816470625,0.49407173891370554,0.3937981955135872,9698.493603411514,4
4401342.jpg,182.0,268.0,0.5174621128830165,0.3101138762181242,0.2957466224147523,0.5576611506996757,18674.820362473347,4
3317522.jpg,182.0,268.0,0.16433067710301097,0.09345609880517905,0.7052388349139885,0.3352415361767784,6057.350541249795,4
1320302.jpg,182.0,268.0,0.3997119397260044,0.14858492295946213,0.7632503288341744,0.5326038877799778,13189.140560931606,4
1483780.jpg,182.0,268.0,0.3476072290420519,0.29060594749346874,0.4826492135315664,0.7323245615449673,21110.821551582747,4
297814.jpg,182.0,268.0,0.1296078146363819,0.37240101363891304,0.3428516756874966,0.5768613449238849,15451.569419386584,4
1212007.jpg,182.0,268.0,0.08572112659356321,0.489865128304893,0.3828117814289895,0.4427905277323728,8999.359029030671,4
487116.jpg,182.0,268.0,0.13981800835987235,0.47460011842727384,0.608653645154962,0.3482969559491594,4833.889371822208,4
1536458.jpg,182.0,268.0,0.28289700813652036,0.6046592912599236,0.6075172778640733,0.746826058910573,18655.104969657208,4
251637.jpg,182.0,268.0,0.2589005290953461,0.44318201552879327,0.6656984952419545,0.619965422790875,15304.48585369854,4
312848.jpg,182.0,268.0,0.5308742142639644,0.34282148746125213,0.4824687165336858,0.5455679196672404,10957.024028210595,4
2207658.jpg,182.0,268.0,0.13730744791750762,0.5123886747283226,0.39073459464153054,0.3019222334288403,2905.0764720354273,4
1157694.jpg,182.0,268.0,0.1693718563513584,0.9289349096812367,0.9152612824693597,0.3488417549465692,7281.544448089224,4
63660.jpg,182.0,268.0,0.21207118310616685,0.4905131679362171,0.8387384345242116,0.5014494397587995,19113.20649499754,4
368711.jpg,182.0,268.0,0.7489692537506966,0.24152687750584922,0.410644096903974,1.048489674477009,34041.482409381664,4
168515.jpg,182.0,268.0,0.16461841683214448,0.2725963689298601,0.27894046252255206,0.3365721692511731,8109.763162210924,4
1469864.jpg,182.0,268.0,0.532117288514395,0.4392102108610588,0.4573563179577227,0.6008401508799893,14316.814088896179,4
4703660.jpg,182.0,268.0,0.27876368257149375,0.5395189592871334,0.1591187565726635,0.36137946892118883,6775.27411021814,4
2294679.jpg,182.0,268.0,0.3014554572433145,0.300340437267819,0.5648873441454653,0.7498425433110322,22236.1920206659,4
2043814.jpg,182.0,268.0,0.5702575656903435,0.6312469784725657,0.23199154518294118,0.6119165309257699,8317.567656224373,4
796829.jpg,182.0,268.0,0.10415998431243244,0.19039050521864984,0.538521114530772,0.48632109756197633,12555.355133672298,4
2880448.jpg,182.0,268.0,0.3493457944711302,0.2995273222031279,0.3591665943070684,0.7888958532905921,27991.66663933082,4
1253565.jpg,182.0,268.0,0.6242224336327004,0.13752573517296346,0.2944562095791244,0.42565100451769783,12235.471420370674,4
4063314.jpg,182.0,268.0,0.28408419897415904,0.11226411503822145,0.8552866726483935,0.34247308237877305,4897.805929145481,4
4224328.jpg,182.0,268.0,0.17131528248277586,0.52491391076709,0.3747209331493791,0.3363447496276321,8710.47519271773,4
2510620.jpg,182.0,268.0,0.23203492838665757,0.25324887815094627,0.3006599999356804,0.46629835136241743,13841.35935706085,4
4973112.jpg,182.0,268.0,0.5037953058082395,0.5034353070500333,0.39756839590026605,0.46073256209285696,14544.561382647204,4
2518788.jpg,182.0,268.0,0.2408495748900655,0.30567272053052985,0.6302808838805327,0.2628113967651475,2643.935419058553,4
1293751.jpg,182.0,268.0,0.5143425209429273,0.46415882163464367,0.3206421029950442,0.41958241400287555,6487.8101525340335,4
1422758.jpg,182.0,268.0,0.2932957594592229,0.3416180756738431,0.425827954603196,0.530304525794471,16030.550065606036,4
1370889.jpg,182.0,268.0,0.5465507192011272,0.7715487626563726,0.7523506417492372,0.4746726152323497,5670.324708873216,4
1295909.jpg,182.0,268.0,0.35273427090766557,0.41921548511675927,0.6654959687663814,0.6724536065231004,15160.25943086764,4
1982113.jpg,182.0,268.0,0.37181028815826167,0.4086437049461694,0.38323178869710917,0.6289064396570354,12653.730195177955,4
1262863.jpg,182.0,268.0,0.4237619747073003,0.27871305175617056,0.5205581658610632,0.7132047653654695,19401.848778087584,4
840358.jpg,182.0,268.0,0.21173269916844586,0.40554830087883137,0.5428992722232406,0.7718889271361079,20382.398597670985,4
1352852.jpg,182.0,268.0,0.5411611614336771,0.2309281089894077,0.7469531785159528,0.6077725257179976,15656.427218304085,4
86936.jpg,182.0,268.0,0.350076733557678,0.31872596460413527,0.5214559072768028,0.8759943879697122,24185.42783336067,4
1568334.jpg,182.0,268.0,0.420094878352695,0.5912884894094828,0.49885816553946494,0.495372835321421,10859.457889125799,4
1533089.jpg,182.0,268.0,0.2659239808513727,0.21545698842742414,0.325862606810807,0.4939227761417097,8581.942594718714,4
2034123.jpg,182.0,268.0,0.3945201106732862,0.39741945932193334,0.5125778669676826,0.8604970979342095,19955.890929965557,4
1584016.jpg,182.0,268.0,0.04659803707343377,0.15834563509232083,0.06287992809063922,0.17367847453282909,3143.1583565688043,4
2388558.jpg,182.0,268.0,0.587784825998966,0.39270282395574885,0.23173080943054603,0.42584447135516224,11064.669550598655,4
891326.jpg,182.0,268.0,0.5529219986075873,0.7497746171766879,0.3737638568630667,0.306507702784662,9323.347219944235,4
2526846.jpg,182.0,268.0,0.260606163014927,0.3656681148252487,0.31811120544658733,0.5691972405695237,11609.82163359029,4
